step	train/accuracy
320	0.8740560412406921
321	0.8743084073066711
322	0.874557375907898
323	0.8748194575309753
324	0.8750597238540649
325	0.8753029108047485
326	0.8755373954772949
327	0.8757912516593933
328	0.8760542869567871
329	0.8762948513031006
330	0.8765231966972351
331	0.8767536282539368
332	0.876998782157898
333	0.8772440552711487
334	0.8774886727333069
335	0.877716600894928
336	0.8779507875442505
337	0.8781798481941223
338	0.8784158229827881
339	0.8786466717720032
340	0.8788760900497437
341	0.8790960311889648
342	0.8793252110481262
343	0.8795570731163025
344	0.8797750473022461
345	0.8800015449523926
346	0.8802316784858704
347	0.8804664015769958
348	0.8806982040405273
349	0.8809115290641785
350	0.8811224102973938
351	0.8813354969024658
352	0.8815671801567078
353	0.8817804455757141
354	0.8819989562034607
355	0.8821991682052612
356	0.8824251890182495
357	0.8826496005058289
358	0.8828457593917847
359	0.8830564618110657
360	0.8832393884658813
361	0.883446991443634
362	0.8836424350738525
363	0.8838273882865906
364	0.8840036988258362
365	0.8841882348060608
366	0.8843623399734497
367	0.8845809698104858
368	0.8847770094871521
369	0.8849625587463379
370	0.8851668238639832
371	0.8853639960289001
372	0.8855632543563843
373	0.8857572078704834
374	0.8859410285949707
375	0.8861101865768433
376	0.8863123655319214
377	0.8865011930465698
378	0.8866891860961914
379	0.8868710994720459
380	0.8870601058006287
381	0.8872363567352295
382	0.8874083757400513
383	0.8876057267189026
384	0.887772262096405
385	0.887948215007782
386	0.8881269097328186
387	0.8882783651351929
388	0.888457179069519
389	0.8886234164237976
390	0.8888195753097534
391	0.8889852166175842
392	0.8891602158546448
393	0.8893264532089233
394	0.8894784450531006
395	0.8896480798721313
396	0.8897920250892639
397	0.8899431228637695
398	0.890116274356842
399	0.8903019428253174
400	0.8904757499694824
401	0.8906422257423401
402	0.8908082842826843
403	0.8909609913825989
404	0.8911311626434326
405	0.8913019299507141
406	0.8914710879325867
407	0.8916264772415161
408	0.891782283782959
409	0.8919461965560913
410	0.8921014070510864
411	0.8922728896141052
412	0.8924266695976257
413	0.8925853371620178
414	0.892721951007843
415	0.8928868770599365
416	0.8930429220199585
417	0.8931991457939148
418	0.8933406472206116
419	0.89349764585495
420	0.8936434388160706
421	0.8937875032424927
422	0.8939352035522461
423	0.894084632396698
424	0.8942331671714783
425	0.8943851590156555
426	0.8945218920707703
427	0.8946492671966553
428	0.894802451133728
429	0.894942045211792
430	0.8950843811035156
431	0.8952251672744751
432	0.8953761458396912
433	0.8955106139183044
434	0.8956515789031982
435	0.8957825303077698
436	0.8959208130836487
437	0.8960586190223694
438	0.8962031602859497
439	0.8963234424591064
440	0.896462082862854
441	0.8965994715690613
442	0.896738588809967
443	0.896863579750061
444	0.8970043659210205
445	0.8971303105354309
446	0.8972563743591309
447	0.8973850607872009
448	0.8975071310997009
449	0.897636353969574
450	0.8977615833282471
451	0.8978913426399231
452	0.8980261087417603
453	0.8981495499610901
454	0.8982741236686707
455	0.8983798623085022
456	0.8985086679458618
457	0.8986239433288574
458	0.8987435698509216
459	0.8988548517227173
460	0.8989759087562561
461	0.8991138339042664
462	0.8992406725883484
463	0.8993802666664124
464	0.89951491355896
465	0.8996343612670898
466	0.899751603603363
467	0.8998795747756958
468	0.9000105261802673
469	0.9001185894012451
470	0.9002364873886108
471	0.9003574848175049
472	0.9004741311073303
473	0.9005985260009766
474	0.9007079005241394
475	0.900826632976532
476	0.9009409546852112
477	0.9010540843009949
478	0.901187002658844
479	0.9013074040412903
480	0.9014413356781006
481	0.9015592932701111
482	0.9016733169555664
483	0.9017676711082458
484	0.9018672108650208
485	0.9019890427589417
486	0.9021042585372925
487	0.9022218585014343
488	0.9023348689079285
489	0.9024439454078674
490	0.9025561809539795
491	0.9026564955711365
492	0.9027748703956604
493	0.9028930068016052
494	0.9030084609985352
495	0.9031214118003845
496	0.9032347202301025
497	0.9033368229866028
498	0.9034249186515808
499	0.9035405516624451
500	0.9036499857902527
501	0.9037517309188843
502	0.9038549065589905
503	0.903952419757843
504	0.9040591716766357
505	0.9041591882705688
506	0.9042707085609436
507	0.9043790102005005
508	0.9044786691665649
509	0.904589831829071
510	0.9047011733055115
511	0.9048091769218445
512	0.9049085974693298
513	0.9050192832946777
514	0.905125617980957
515	0.9052271842956543
516	0.9053310751914978
517	0.905437707901001
518	0.9055267572402954
519	0.9056200981140137
520	0.9057219624519348
521	0.9058279395103455
522	0.905926525592804
523	0.9060346484184265
524	0.9061338901519775
525	0.9062342047691345
526	0.9063153862953186
527	0.9064046740531921
528	0.9065076112747192
529	0.9066037535667419
530	0.9066873788833618
531	0.9067845344543457
532	0.906875491142273
533	0.9069674015045166
534	0.9070534110069275
535	0.9071443676948547
536	0.9072493314743042
537	0.9073402285575867
538	0.9074223637580872
539	0.9075250029563904
540	0.9076017141342163
541	0.9076974987983704
542	0.9077938795089722
543	0.9078996181488037
544	0.9080033898353577
545	0.9081062078475952
546	0.9081997871398926
547	0.9082876443862915
548	0.908394455909729
549	0.9084892868995667
550	0.9085952043533325
551	0.9086881875991821
552	0.9087940454483032
553	0.9088827967643738
554	0.9089797139167786
555	0.9090766310691833
556	0.9091627597808838
557	0.909272313117981
558	0.9093787670135498
559	0.9094907641410828
560	0.9096070528030396
561	0.9097254872322083
562	0.9098277688026428
563	0.9099372029304504
564	0.910042941570282
565	0.910150945186615
566	0.9102490544319153
567	0.9103471040725708
568	0.9104495048522949
569	0.9105507135391235
570	0.9106650352478027
571	0.9107828140258789
572	0.9108856916427612
573	0.9110035300254822
574	0.9111059308052063
575	0.9112151265144348
576	0.9113175272941589
577	0.9114252328872681
578	0.9115357995033264
579	0.9116418361663818
580	0.9117600917816162
581	0.9118789434432983
582	0.9119926691055298
583	0.9120970368385315
584	0.9121996164321899
585	0.9123218655586243
586	0.9124301671981812
587	0.9125359058380127
588	0.9126494526863098
589	0.9127447605133057
590	0.9128462672233582
591	0.912959098815918
592	0.9130750298500061
593	0.9131865501403809
594	0.9133000373840332
595	0.9134116172790527
596	0.91352778673172
597	0.9136345386505127
598	0.913750410079956
599	0.913865864276886
600	0.9139828681945801
601	0.9140928983688354
602	0.9142031073570251
603	0.9143070578575134
604	0.9144167304039001
605	0.9145370125770569
606	0.9146503210067749
607	0.9147652983665466
608	0.9148749113082886
609	0.9149816036224365
610	0.9151026010513306
611	0.9152116775512695
612	0.9153250455856323
613	0.915438175201416
614	0.9155498743057251
615	0.9156637787818909
616	0.9157722592353821
617	0.9158833026885986
618	0.9159978628158569
619	0.9161096215248108
620	0.9162204265594482
621	0.9163228869438171
622	0.9164396524429321
623	0.9165536165237427
624	0.9166671633720398
625	0.9167837500572205
626	0.9168936610221863
627	0.9170054197311401
628	0.9171255826950073
629	0.9172349572181702
630	0.9173490405082703
631	0.9174641370773315
632	0.9175761938095093
633	0.917681872844696
634	0.917794942855835
635	0.9179070591926575
636	0.9180198907852173
637	0.9181296825408936
638	0.9182386994361877
639	0.9183483123779297
640	0.9184622764587402
641	0.9185630083084106
642	0.9186800122261047
643	0.9187918901443481
644	0.9188963174819946
645	0.9190028309822083
646	0.9191159605979919
647	0.9192238450050354
648	0.9193361401557922
649	0.9194425344467163
650	0.9195522665977478
651	0.9196609854698181
652	0.9197624325752258
653	0.9198659062385559
654	0.9199730157852173
655	0.9200708270072937
656	0.9201698899269104
657	0.9202800989151001
658	0.9203882217407227
659	0.9204881191253662
660	0.9205834865570068
661	0.9206863045692444
662	0.9208013415336609
663	0.9209030270576477
664	0.9210108518600464
665	0.9211167097091675
666	0.9212210178375244
667	0.921326220035553
668	0.9214295148849487
669	0.9215317368507385
670	0.9216307401657104
671	0.9217318296432495
672	0.9218303561210632
673	0.9219246506690979
674	0.922022819519043
675	0.9221137166023254
676	0.9222151637077332
677	0.9223150014877319
678	0.9224215149879456
679	0.9225168824195862
680	0.9226122498512268
681	0.9227021336555481
682	0.9228023290634155
683	0.9228988289833069
684	0.9229943156242371
685	0.9230936765670776
686	0.9231922626495361
687	0.9232862591743469
688	0.9233849048614502
689	0.9234827160835266
690	0.9235749840736389
691	0.9236683249473572
692	0.923764169216156
693	0.9238573312759399
694	0.9239473938941956
695	0.9240410327911377
696	0.9241378307342529
697	0.9242342710494995
698	0.9243340492248535
699	0.9244307279586792
700	0.9245288372039795
701	0.9246195554733276
702	0.924712061882019
703	0.9248104095458984
704	0.9248976111412048
705	0.9249913096427917
706	0.9250880479812622
707	0.9251830577850342
708	0.9252789616584778
709	0.9253706932067871
710	0.9254653453826904
711	0.9255594611167908
712	0.9256419539451599
713	0.9257292747497559
714	0.9258193969726562
715	0.9259159564971924
716	0.9260098338127136
717	0.9261022210121155
718	0.926194429397583
719	0.9262902140617371
720	0.9263813495635986
721	0.9264770746231079
722	0.9265711903572083
723	0.9266613721847534
724	0.9267467856407166
725	0.9268413782119751
726	0.9269271492958069
727	0.9270116686820984
728	0.9270975589752197
729	0.9271894693374634
730	0.9272831082344055
731	0.9273736476898193
732	0.9274614453315735
733	0.9275515079498291
734	0.9276373982429504
735	0.9277216792106628
736	0.9278090596199036
737	0.9279014468193054
738	0.9279875755310059
739	0.9280698895454407
740	0.9281538128852844
741	0.9282419085502625
742	0.9283238053321838
743	0.9284079670906067
744	0.928493857383728
745	0.9285813570022583
746	0.9286661744117737
747	0.9287516474723816
748	0.9288357496261597
749	0.9289237260818481
750	0.9290115833282471
751	0.9290912747383118
752	0.9291843771934509
753	0.9292672872543335
754	0.9293532967567444
755	0.9294379353523254
756	0.9295192360877991
757	0.9296090602874756
758	0.9296941161155701
759	0.929777204990387
760	0.9298632144927979
761	0.9299502968788147
762	0.930035412311554
763	0.9301215410232544
764	0.9302085638046265
765	0.9302959442138672
766	0.9303824305534363
767	0.9304661750793457
768	0.9305500984191895
769	0.9306339621543884
770	0.9307135939598083
771	0.9307968616485596
772	0.9308838248252869
773	0.9309613704681396
774	0.9310373067855835
775	0.9311209321022034
776	0.9312013387680054
777	0.9312781095504761
778	0.931358277797699
779	0.93143230676651
780	0.9315122365951538
781	0.9315987825393677
782	0.9316806197166443
783	0.9317587018013
784	0.9318360090255737
785	0.9319143295288086
786	0.9319911003112793
787	0.9320662617683411
788	0.9321433901786804
789	0.932223379611969
790	0.9323059320449829
791	0.9323827624320984
792	0.9324643015861511
793	0.9325393438339233
794	0.9326196312904358
795	0.9326955676078796
796	0.9327688217163086
797	0.9328436851501465
798	0.9329182505607605
799	0.9329940676689148
800	0.9330695271492004
801	0.9331504702568054
802	0.9332301020622253
803	0.9333063364028931
804	0.9333835244178772
805	0.933457612991333
806	0.9335310459136963
807	0.9336093068122864
808	0.9336839318275452
809	0.9337570667266846
810	0.9338324666023254
811	0.9339118003845215
812	0.9339906573295593
813	0.9340649843215942
814	0.93413907289505
815	0.9342125654220581
816	0.9342839121818542
817	0.9343634247779846
818	0.9344370365142822
819	0.934509813785553
820	0.9345783591270447
821	0.9346539378166199
822	0.9347242712974548
823	0.9347977638244629
824	0.934873640537262
825	0.9349491000175476
826	0.9350215196609497
827	0.9350907802581787
828	0.9351637959480286
829	0.9352349042892456
830	0.9353044033050537
831	0.9353736042976379
832	0.9354475140571594
833	0.9355204701423645
834	0.9355943202972412
835	0.9356669783592224
836	0.9357391595840454
837	0.9358111023902893
838	0.9358840584754944
839	0.9359515309333801
840	0.936023473739624
841	0.9360955357551575
842	0.9361639618873596
843	0.9362366795539856
844	0.9363000392913818
845	0.9363726377487183
846	0.9364426732063293
847	0.9365105628967285
848	0.9365791082382202
849	0.9366487264633179
850	0.9367164969444275
851	0.9367866516113281
852	0.9368558526039124
853	0.936927318572998
854	0.936994731426239
855	0.9370650053024292
856	0.937136709690094
857	0.9372037649154663
858	0.9372709393501282
859	0.9373399615287781
860	0.937405526638031
861	0.9374772906303406
862	0.9375432729721069
863	0.9376115202903748
864	0.9376788139343262
865	0.9377461075782776
866	0.937813401222229
867	0.9378801584243774
868	0.9379501342773438
869	0.9380135536193848
870	0.9380772113800049
871	0.9381450414657593
872	0.9382101893424988
873	0.9382746815681458
874	0.938340961933136
875	0.9384047985076904
876	0.9384700059890747
877	0.9385355114936829
878	0.9386016130447388
879	0.9386667013168335
880	0.9387287497520447
881	0.9387912750244141
882	0.9388548731803894
883	0.9389156699180603
884	0.938976526260376
885	0.9390403628349304
886	0.9391043186187744
887	0.9391676187515259
888	0.9392338395118713
889	0.9392982721328735
890	0.939359188079834
891	0.9394212365150452
892	0.9394863843917847
893	0.9395487308502197
894	0.9396072030067444
895	0.9396713972091675
896	0.9397327303886414
897	0.9397967457771301
898	0.9398587942123413
899	0.9399177432060242
900	0.9399827122688293
901	0.9400483965873718
902	0.9401077032089233
903	0.9401679039001465
904	0.9402306079864502
905	0.9402906894683838
906	0.9403518438339233
907	0.9404150247573853
908	0.9404754042625427
909	0.9405398964881897
910	0.9405959248542786
911	0.9406596422195435
912	0.9407214522361755
913	0.9407840371131897
914	0.9408451914787292
915	0.940900444984436
916	0.9409617185592651
917	0.9410245418548584
918	0.9410857558250427
919	0.9411489963531494
920	0.9412057995796204
921	0.9412660002708435
922	0.9413288831710815
923	0.9413923621177673
924	0.9414535760879517
925	0.9415130019187927
926	0.9415736794471741
927	0.941635012626648
928	0.9416914582252502
929	0.941747784614563
930	0.9418033957481384
931	0.9418599605560303
932	0.941920280456543
933	0.9419817924499512
934	0.942042350769043
935	0.9421017169952393
936	0.9421605467796326
937	0.9422191381454468
938	0.9422751069068909
939	0.9423340559005737
940	0.9423924088478088
941	0.9424475431442261
942	0.9424986243247986
943	0.9425566792488098
944	0.9426131248474121
945	0.9426693916320801
946	0.9427210688591003
947	0.9427784085273743
948	0.9428331851959229
949	0.9428882002830505
950	0.9429466724395752
951	0.942999005317688
952	0.9430544972419739
953	0.9431103467941284
954	0.9431665539741516
955	0.9432224035263062
956	0.9432781338691711
957	0.9433285593986511
958	0.9433860778808594
959	0.9434422254562378
960	0.9434941411018372
961	0.9435480237007141
962	0.9436032176017761
963	0.9436596035957336
964	0.9437144994735718
965	0.9437689185142517
966	0.9438225626945496
967	0.9438735842704773
968	0.9439271092414856
969	0.9439817667007446
970	0.9440365433692932
971	0.9440914988517761
972	0.9441437721252441
973	0.9441980719566345
974	0.9442509412765503
975	0.944304883480072
976	0.9443590044975281
977	0.9444099068641663
978	0.9444635510444641
979	0.9445173740386963
980	0.9445701241493225
981	0.9446250796318054
982	0.9446759819984436
983	0.9447293281555176
984	0.9447832107543945
985	0.9448355436325073
986	0.9448873996734619
987	0.9449412226676941
988	0.9449949860572815
989	0.9450491666793823
990	0.9451003074645996
991	0.9451543688774109
992	0.9452062249183655
993	0.9452586770057678
994	0.9453101754188538
995	0.9453628063201904
996	0.945414125919342
997	0.9454664587974548
998	0.945518970489502
999	0.9455687403678894
1000	0.9456198215484619
1001	0.9456714391708374
1002	0.945723295211792
1003	0.9457750916481018
1004	0.9458222389221191
1005	0.9458698630332947
1006	0.9459200501441956
1007	0.9459694027900696
1008	0.9460170269012451
1009	0.946069061756134
1010	0.9461184740066528
1011	0.9461696743965149
1012	0.9462206959724426
1013	0.9462729692459106
1014	0.9463211894035339
1015	0.9463719725608826
1016	0.9464200139045715
1017	0.9464667439460754
1018	0.9465166330337524
1019	0.946564793586731
1020	0.9466139078140259
1021	0.9466607570648193
1022	0.9467054605484009
1023	0.9467574954032898
1024	0.9468069076538086
1025	0.9468579888343811
1026	0.9469058513641357
1027	0.9469543695449829
1028	0.9470052123069763
1029	0.9470567107200623
1030	0.9471051692962646
1031	0.9471544027328491
1032	0.9472028017044067
1033	0.9472501873970032
1034	0.9472965598106384
1035	0.9473437666893005
1036	0.9473931789398193
1037	0.9474424719810486
1038	0.9474909901618958
1039	0.9475399255752563
1040	0.9475875496864319
1041	0.9476354718208313
1042	0.9476836919784546
1043	0.9477324485778809
1044	0.9477817416191101
1045	0.9478303790092468
1046	0.947875440120697
1047	0.9479225277900696
1048	0.9479706287384033
1049	0.9480177164077759
1050	0.9480621218681335
1051	0.9481030106544495
1052	0.9481515288352966
1053	0.9481953382492065
1054	0.9482396841049194
1055	0.948287308216095
1056	0.9483345150947571
1057	0.948378324508667
1058	0.9484242796897888
1059	0.9484696984291077
1060	0.9485148787498474
1061	0.9485571384429932
1062	0.9486013650894165
1063	0.9486446976661682
1064	0.948689877986908
1065	0.9487341046333313
1066	0.9487801194190979
1067	0.9488250017166138
1068	0.9488689303398132
1069	0.9489121437072754
1070	0.9489569067955017
1071	0.9490021467208862
1072	0.9490469694137573
1073	0.9490923881530762
1074	0.9491365551948547
1075	0.9491810202598572
1076	0.949221670627594
1077	0.9492663741111755
1078	0.9493111968040466
1079	0.9493558406829834
1080	0.9493991136550903
1081	0.9494410157203674
1082	0.9494839906692505
1083	0.9495264291763306
1084	0.9495683312416077
1085	0.949611246585846
1086	0.9496569633483887
1087	0.9497002959251404
1088	0.9497459530830383
1089	0.9497875571250916
1090	0.9498324394226074
1091	0.9498770833015442
1092	0.949918806552887
1093	0.9499632120132446
1094	0.9500071406364441
1095	0.950049638748169
1096	0.9500812292098999
1097	0.9501222968101501
1098	0.9501607418060303
1099	0.9502002000808716
1100	0.9502334594726562
1101	0.9502528309822083
1102	0.9502922892570496
1103	0.9503219127655029
1104	0.9503589272499084
1105	0.950394868850708
1106	0.9504317045211792
1107	0.9504612684249878
1108	0.9504936337471008
1109	0.9505306482315063
1110	0.950563371181488
1111	0.950598418712616
1112	0.9506348967552185
1113	0.9506726264953613
1114	0.9507105350494385
1115	0.9507484436035156
1116	0.9507889151573181
1117	0.950827419757843
1118	0.9508655667304993
1119	0.9509080052375793
1120	0.9509491920471191
1121	0.9509875774383545
1122	0.9510288238525391
1123	0.9510680437088013
1124	0.9511066675186157
1125	0.9511481523513794
1126	0.9511869549751282
1127	0.9512271881103516
1128	0.9512697458267212
1129	0.9513084292411804
1130	0.9513502717018127
1131	0.9513863325119019
1132	0.9514249563217163
1133	0.9514659643173218
1134	0.9515087008476257
1135	0.9515495896339417
1136	0.9515916705131531
1137	0.9516329169273376
1138	0.9516741037368774
1139	0.9517164826393127
1140	0.951753556728363
1141	0.951793372631073
1142	0.9518336057662964
1143	0.9518744349479675
1144	0.9519152641296387
1145	0.9519541263580322
1146	0.9519941210746765
1147	0.9520320296287537
1148	0.9520714282989502
1149	0.9521103501319885
1150	0.9521503448486328
1151	0.9521892070770264
1152	0.9522300362586975
1153	0.9522684812545776
1154	0.9523086547851562
1155	0.9523471593856812
1156	0.9523862600326538
1157	0.9524261951446533
1158	0.9524642825126648
1159	0.952503502368927
1160	0.9525420069694519
1161	0.9525816440582275
1162	0.9526196122169495
1163	0.952656626701355
1164	0.9526972770690918
1165	0.9527341723442078
1166	0.9527713656425476
1167	0.9528098702430725
1168	0.9528496265411377
1169	0.9528893232345581
1170	0.9529273509979248
1171	0.9529625177383423
1172	0.952999472618103
1173	0.9530372619628906
1174	0.9530754685401917
1175	0.9531122446060181
1176	0.9531514644622803
1177	0.9531852006912231
1178	0.9532223343849182
1179	0.953259289264679
1180	0.9532970190048218
1181	0.953334629535675
1182	0.953370988368988
1183	0.9534059762954712
1184	0.9534446597099304
1185	0.9534821510314941
1186	0.9535195827484131
1187	0.9535569548606873
1188	0.9535908102989197
1189	0.9536263942718506
1190	0.953664243221283
1191	0.9537011384963989
1192	0.9537393450737
1193	0.9537751078605652
1194	0.9538106322288513
1195	0.9538459777832031
1196	0.9538834095001221
1197	0.9539201855659485
1198	0.9539566040039062
1199	0.953993022441864
1200	0.9540296196937561
1201	0.9540647268295288
1202	0.9541015625
1203	0.9541383385658264
1204	0.9541752934455872
1205	0.9542108774185181
1206	0.9542464017868042
1207	0.9542814493179321
1208	0.9543181657791138
1209	0.9543531537055969
1210	0.9543908834457397
1211	0.954425573348999
1212	0.9544605016708374
1213	0.9544962048530579
1214	0.9545314908027649
1215	0.9545660614967346
1216	0.9546014070510864
1217	0.9546368718147278
1218	0.9546714425086975
1219	0.9547064900398254
1220	0.9547424912452698
1221	0.9547784328460693
1222	0.9548141956329346
1223	0.9548481702804565
1224	0.9548830986022949
1225	0.9549181461334229
1226	0.9549508690834045
1227	0.9549847841262817
1228	0.955017626285553
1229	0.9550501108169556
1230	0.9550843834877014
1231	0.9551202058792114
1232	0.9551560282707214
1233	0.9551900029182434
1234	0.9552255868911743
1235	0.9552590847015381
1236	0.9552937746047974
1237	0.9553272128105164
1238	0.9553611874580383
1239	0.9553945064544678
1240	0.9554293155670166
1241	0.9554641842842102
1242	0.9554988145828247
1243	0.955533504486084
1244	0.9555675983428955
1245	0.955601692199707
1246	0.955635130405426
1247	0.9556675553321838
1248	0.9556995034217834
1249	0.9557316303253174
1250	0.9557658433914185
1251	0.9558001160621643
1252	0.9558326601982117
1253	0.9558678865432739
1254	0.9559012055397034
1255	0.9559323191642761
1256	0.9559658169746399
1257	0.9559991955757141
1258	0.9560326933860779
1259	0.9560651779174805
1260	0.9560988545417786
1261	0.9561285972595215
1262	0.9561612010002136
1263	0.9561952948570251
