step	train/loss
266	6.227829933166504
267	6.218725204467773
268	6.2096076011657715
269	6.2004876136779785
270	6.191282749176025
271	6.182139873504639
272	6.1729559898376465
273	6.163702487945557
274	6.154411315917969
275	6.145126819610596
276	6.135821342468262
277	6.126523494720459
278	6.117239952087402
279	6.1078314781188965
280	6.098427772521973
281	6.089020729064941
282	6.079601287841797
283	6.070095062255859
284	6.060560703277588
285	6.051028728485107
286	6.041520118713379
287	6.031965255737305
288	6.022383689880371
289	6.012693405151367
290	6.003052234649658
291	5.993381500244141
292	5.983675956726074
293	5.973939895629883
294	5.96417236328125
295	5.954396724700928
296	5.944607734680176
297	5.934797286987305
298	5.92493200302124
299	5.915031433105469
300	5.905132293701172
301	5.895167350769043
302	5.885200023651123
303	5.875230312347412
304	5.865221977233887
305	5.855187892913818
306	5.8451361656188965
307	5.835058212280273
308	5.824998378753662
309	5.814899444580078
310	5.804746150970459
311	5.794600486755371
312	5.784412384033203
313	5.77421760559082
314	5.763961315155029
315	5.753741264343262
316	5.743508338928223
317	5.733207702636719
318	5.722917079925537
319	5.712643623352051
320	5.7023024559021
321	5.691948890686035
322	5.68157958984375
323	5.671160697937012
324	5.660764694213867
325	5.650341033935547
326	5.639913558959961
327	5.629424571990967
328	5.618895530700684
329	5.608393669128418
330	5.597897052764893
331	5.587376117706299
332	5.576805591583252
333	5.566215991973877
334	5.555609226226807
335	5.545019626617432
336	5.534399509429932
337	5.523773193359375
338	5.513116359710693
339	5.502453804016113
340	5.491778373718262
341	5.48110818862915
342	5.470403671264648
343	5.45967960357666
344	5.448971271514893
345	5.438232421875
346	5.4274725914001465
347	5.416691303253174
348	5.405904293060303
349	5.39514684677124
350	5.384384632110596
351	5.373607635498047
352	5.362781524658203
353	5.351986885070801
354	5.341172695159912
355	5.330390930175781
356	5.319546222686768
357	5.308699131011963
358	5.297908306121826
359	5.287081718444824
360	5.27631139755249
361	5.265483379364014
362	5.2546796798706055
363	5.243896961212158
364	5.233132839202881
365	5.222349166870117
366	5.2115888595581055
367	5.200729846954346
368	5.189922332763672
369	5.179141044616699
370	5.1683197021484375
371	5.157517433166504
372	5.14671516418457
373	5.135929107666016
374	5.125171661376953
375	5.114453315734863
376	5.103665828704834
377	5.092916488647461
378	5.08217716217041
379	5.071460723876953
380	5.060737133026123
381	5.050053119659424
382	5.039389610290527
383	5.028677463531494
384	5.018049716949463
385	5.007412910461426
386	4.996781826019287
387	4.98622989654541
388	4.975626468658447
389	4.965068340301514
390	4.954452991485596
391	4.94392728805542
392	4.9333953857421875
393	4.922902584075928
394	4.9124627113342285
395	4.901997089385986
396	4.891613006591797
397	4.88123083114624
398	4.870812892913818
399	4.8603835105896
400	4.85000467300415
401	4.839665412902832
402	4.829348564147949
403	4.819087505340576
404	4.808803558349609
405	4.798541069030762
406	4.788305282592773
407	4.778128623962402
408	4.767974853515625
409	4.757824420928955
410	4.747721195220947
411	4.7375993728637695
412	4.7275495529174805
413	4.717512130737305
414	4.707559108734131
415	4.697556018829346
416	4.687603950500488
417	4.677677631378174
418	4.667818069458008
419	4.657942771911621
420	4.648126602172852
421	4.638341426849365
422	4.628574848175049
423	4.61883020401001
424	4.6091156005859375
425	4.599421501159668
426	4.589797496795654
427	4.58022928237915
428	4.570617198944092
429	4.561070442199707
430	4.551546096801758
431	4.542055606842041
432	4.532564163208008
433	4.523150444030762
434	4.513747215270996
435	4.504401683807373
436	4.495065212249756
437	4.485759735107422
438	4.476463794708252
439	4.467267990112305
440	4.4580488204956055
441	4.448862552642822
442	4.439702033996582
443	4.4306111335754395
444	4.421504497528076
445	4.412471294403076
446	4.403467655181885
447	4.394486427307129
448	4.38555383682251
449	4.376631259918213
450	4.367750644683838
451	4.358885765075684
452	4.350035190582275
453	4.341249465942383
454	4.332488536834717
455	4.3238139152526855
456	4.315099239349365
457	4.306456089019775
458	4.29782772064209
459	4.289254665374756
460	4.280682563781738
461	4.272088527679443
462	4.263558864593506
463	4.255018711090088
464	4.246524333953857
465	4.238103866577148
466	4.229719161987305
467	4.2213311195373535
468	4.212961673736572
469	4.204689979553223
470	4.196418285369873
471	4.188166618347168
472	4.179954528808594
473	4.171750545501709
474	4.1636199951171875
475	4.155488014221191
476	4.147397518157959
477	4.139338970184326
478	4.13124942779541
479	4.123223781585693
480	4.115187644958496
481	4.1072282791137695
482	4.099305152893066
483	4.0914692878723145
484	4.083644390106201
485	4.07578182220459
486	4.067965030670166
487	4.0601677894592285
488	4.0524115562438965
489	4.044692516326904
490	4.036992073059082
491	4.029350757598877
492	4.021685600280762
493	4.0140461921691895
494	4.006440162658691
495	3.998868227005005
496	3.9913177490234375
497	3.983825922012329
498	3.9763951301574707
499	3.9689159393310547
500	3.9614760875701904
501	3.9540865421295166
502	3.9467108249664307
503	3.9393794536590576
504	3.9320528507232666
505	3.9247701168060303
506	3.9174795150756836
507	3.9102232456207275
508	3.903005599975586
509	3.895782709121704
510	3.8885881900787354
511	3.8814194202423096
512	3.8742899894714355
513	3.867158889770508
514	3.8600618839263916
515	3.8529915809631348
516	3.8459396362304688
517	3.838909149169922
518	3.83194637298584
519	3.8249897956848145
520	3.818040370941162
521	3.811099052429199
522	3.8041932582855225
523	3.7972936630249023
524	3.79042911529541
525	3.7835769653320312
526	3.776780843734741
527	3.769996404647827
528	3.7632017135620117
529	3.756450653076172
530	3.7497398853302
531	3.7430267333984375
532	3.7363393306732178
533	3.7296741008758545
534	3.7230424880981445
535	3.716423273086548
536	3.709815263748169
537	3.7032363414764404
538	3.696699380874634
539	3.6901464462280273
540	3.6836438179016113
541	3.677140474319458
542	3.6706597805023193
543	3.6641902923583984
544	3.6577320098876953
545	3.651304006576538
546	3.6449131965637207
547	3.638561487197876
548	3.632208824157715
549	3.625865936279297
550	3.619547128677368
551	3.6132571697235107
552	3.6069812774658203
553	3.6007535457611084
554	3.5945262908935547
555	3.5883054733276367
556	3.582139253616333
557	3.575960874557495
558	3.5697968006134033
559	3.5636484622955322
560	3.5575332641601562
561	3.5514392852783203
562	3.545365810394287
563	3.5393152236938477
564	3.533280849456787
565	3.527256965637207
566	3.521254539489746
567	3.5152697563171387
568	3.5093188285827637
569	3.503373861312866
570	3.4974355697631836
571	3.4915244579315186
572	3.485647439956665
573	3.4797592163085938
574	3.473926544189453
575	3.4680919647216797
576	3.462287187576294
577	3.4564831256866455
578	3.4507055282592773
579	3.444946765899658
580	3.439199924468994
581	3.4334769248962402
582	3.427774429321289
583	3.422081708908081
584	3.416403293609619
585	3.4107346534729004
586	3.4050967693328857
587	3.399486541748047
588	3.3938794136047363
589	3.388298988342285
590	3.382744073867798
591	3.3771817684173584
592	3.37164568901062
593	3.366138219833374
594	3.3606393337249756
595	3.3551547527313232
596	3.349694013595581
597	3.3442554473876953
598	3.338812828063965
599	3.3333992958068848
600	3.327998638153076
601	3.3226232528686523
602	3.317255973815918
603	3.311919927597046
604	3.3065826892852783
605	3.3012545108795166
606	3.2959535121917725
607	3.290666103363037
608	3.285407304763794
609	3.2801623344421387
610	3.2749099731445312
611	3.2696917057037354
612	3.2644810676574707
613	3.259284019470215
614	3.2541048526763916
615	3.2489466667175293
616	3.243800401687622
617	3.2386629581451416
618	3.2335453033447266
619	3.228442430496216
620	3.22334885597229
621	3.2182819843292236
622	3.2132177352905273
623	3.2081692218780518
624	3.2031407356262207
625	3.19812273979187
626	3.1931347846984863
627	3.188147783279419
628	3.183164358139038
629	3.1782100200653076
630	3.1732680797576904
631	3.1683309078216553
632	3.1634182929992676
633	3.1585302352905273
634	3.153646230697632
635	3.1487746238708496
636	3.1439132690429688
637	3.1390812397003174
638	3.134258508682251
639	3.129448413848877
640	3.124643325805664
641	3.1198792457580566
642	3.115097761154175
643	3.110344409942627
644	3.105618953704834
645	3.100900888442993
646	3.096181869506836
647	3.0914833545684814
648	3.086792230606079
649	3.082125425338745
650	3.077465534210205
651	3.072819471359253
652	3.068206548690796
653	3.063598155975342
654	3.0589962005615234
655	3.0544180870056152
656	3.049863338470459
657	3.0452969074249268
658	3.040747880935669
659	3.0362164974212646
660	3.031712532043457
661	3.0272016525268555
662	3.022684335708618
663	3.0182008743286133
664	3.0137197971343994
665	3.009256362915039
666	3.0048129558563232
667	3.000380754470825
668	2.995959997177124
669	2.9915544986724854
670	2.987175226211548
671	2.9827990531921387
672	2.978438377380371
673	2.9740965366363525
674	2.969754219055176
675	2.965437650680542
676	2.96112060546875
677	2.9568135738372803
678	2.9525041580200195
679	2.9482181072235107
680	2.943950653076172
681	2.9397130012512207
682	2.9354586601257324
683	2.9312260150909424
684	2.927011013031006
685	2.922802209854126
686	2.918605327606201
687	2.9144277572631836
688	2.910248279571533
689	2.906083345413208
690	2.9019370079040527
691	2.897799015045166
692	2.8936758041381836
693	2.8895671367645264
694	2.8854715824127197
695	2.8813834190368652
696	2.8772993087768555
697	2.873227119445801
698	2.8691577911376953
699	2.8651123046875
700	2.8610668182373047
701	2.857052803039551
702	2.853041648864746
703	2.8490285873413086
704	2.8450424671173096
705	2.8410604000091553
706	2.8370823860168457
707	2.833117961883545
708	2.8291563987731934
709	2.825216054916382
710	2.8212833404541016
711	2.8173584938049316
712	2.8134727478027344
713	2.8095829486846924
714	2.8057119846343994
715	2.8018295764923096
716	2.797964096069336
717	2.794116497039795
718	2.790259838104248
719	2.786417245864868
720	2.782594919204712
721	2.7787766456604004
722	2.7749691009521484
723	2.7711808681488037
724	2.7674083709716797
725	2.763624429702759
726	2.7598724365234375
727	2.7561213970184326
728	2.7523820400238037
729	2.7486462593078613
730	2.744917154312134
731	2.741208076477051
732	2.7375075817108154
733	2.733813762664795
734	2.730144500732422
735	2.726480722427368
736	2.722813844680786
737	2.7191500663757324
738	2.7155086994171143
739	2.7118780612945557
740	2.7082629203796387
741	2.704645872116089
742	2.701047420501709
743	2.697460174560547
744	2.693877935409546
745	2.690300464630127
746	2.6867308616638184
747	2.6831750869750977
748	2.679629325866699
749	2.6760876178741455
750	2.6725540161132812
751	2.6690421104431152
752	2.665515661239624
753	2.662015438079834
754	2.658515214920044
755	2.655034303665161
756	2.651559829711914
757	2.6480789184570312
758	2.644619941711426
759	2.6411666870117188
760	2.6377201080322266
761	2.6342780590057373
762	2.630852699279785
763	2.6274311542510986
764	2.624021530151367
765	2.620615005493164
766	2.6172168254852295
767	2.613832712173462
768	2.610461711883545
769	2.6070969104766846
770	2.603747606277466
771	2.6003973484039307
772	2.5970489978790283
773	2.593729019165039
774	2.590421438217163
775	2.587104558944702
776	2.583801031112671
777	2.580510139465332
778	2.5772194862365723
779	2.57395076751709
780	2.5706803798675537
781	2.5674049854278564
782	2.5641510486602783
783	2.5609078407287598
784	2.5576772689819336
785	2.554447650909424
786	2.55122971534729
787	2.548021078109741
788	2.5448179244995117
789	2.541616439819336
790	2.538416624069214
791	2.5352365970611572
792	2.5320587158203125
793	2.528900146484375
794	2.525735378265381
795	2.5225908756256104
796	2.5194525718688965
797	2.5163304805755615
798	2.513211488723755
799	2.510097026824951
800	2.506991147994995
801	2.5038843154907227
802	2.500782012939453
803	2.4976930618286133
804	2.4946064949035645
805	2.4915332794189453
806	2.4884705543518066
807	2.485412359237671
808	2.482362985610962
809	2.479323148727417
810	2.4762940406799316
811	2.473257064819336
812	2.470229387283325
813	2.467219591140747
814	2.4642093181610107
815	2.4612112045288086
816	2.458221673965454
817	2.455225706100464
818	2.452249765396118
819	2.4492835998535156
820	2.44632625579834
821	2.4433681964874268
822	2.4404211044311523
823	2.4374775886535645
824	2.434534788131714
825	2.431600332260132
826	2.428678035736084
827	2.425774097442627
828	2.4228668212890625
829	2.419968605041504
830	2.4170784950256348
831	2.4141955375671387
832	2.4113099575042725
833	2.408433675765991
834	2.405559539794922
835	2.402697801589966
836	2.399841785430908
837	2.3969919681549072
838	2.39414381980896
839	2.3913183212280273
840	2.3884921073913574
841	2.38566517829895
842	2.3828508853912354
843	2.3800392150878906
844	2.3772473335266113
845	2.374448776245117
846	2.371657609939575
847	2.36887788772583
848	2.3661086559295654
849	2.3633434772491455
850	2.360588312149048
851	2.3578310012817383
852	2.35507869720459
853	2.3523318767547607
854	2.3496029376983643
855	2.346869468688965
856	2.3441379070281982
857	2.3414201736450195
858	2.3387160301208496
859	2.336008071899414
860	2.3333115577697754
861	2.330612897872925
862	2.3279364109039307
863	2.32525372505188
864	2.3225932121276855
865	2.3199245929718018
866	2.3172624111175537
867	2.3146109580993652
868	2.3119561672210693
869	2.3093149662017822
870	2.3066787719726562
871	2.304044008255005
872	2.301419973373413
873	2.298806667327881
874	2.296191930770874
875	2.293583631515503
876	2.290984630584717
877	2.288391590118408
878	2.2857985496520996
879	2.2832190990448
880	2.280644416809082
881	2.278080701828003
882	2.275521755218506
883	2.272965908050537
884	2.2704203128814697
885	2.267871618270874
886	2.2653329372406006
887	2.2627954483032227
888	2.2602617740631104
889	2.257732629776001
890	2.255211591720581
891	2.252699851989746
892	2.250185966491699
893	2.2476837635040283
894	2.2451939582824707
895	2.2426977157592773
896	2.240220069885254
897	2.2377355098724365
898	2.2352612018585205
899	2.232795476913452
900	2.2303245067596436
901	2.2278566360473633
902	2.225405693054199
903	2.222960948944092
904	2.2205162048339844
905	2.2180843353271484
906	2.2156519889831543
907	2.213221788406372
908	2.2108001708984375
909	2.2083795070648193
910	2.205976963043213
911	2.203565835952759
912	2.201162338256836
913	2.198763132095337
914	2.1963679790496826
915	2.1939895153045654
916	2.191605567932129
917	2.1892261505126953
918	2.186859607696533
919	2.1844875812530518
920	2.1821367740631104
921	2.1797866821289062
922	2.1774306297302246
923	2.1750760078430176
924	2.17273211479187
925	2.1703946590423584
926	2.168060779571533
927	2.165729284286499
928	2.1634178161621094
929	2.161106586456299
930	2.1588096618652344
931	2.1565070152282715
932	2.1542065143585205
933	2.1519057750701904
934	2.149609327316284
935	2.1473228931427
936	2.1450395584106445
937	2.1427643299102783
938	2.140503406524658
939	2.138233184814453
940	2.1359729766845703
941	2.133723258972168
942	2.1314854621887207
943	2.129239082336426
944	2.1269984245300293
945	2.124765634536743
946	2.1225504875183105
947	2.12032151222229
948	2.1180994510650635
949	2.1158835887908936
950	2.113666296005249
951	2.1114635467529297
952	2.1092586517333984
953	2.1070570945739746
954	2.1048624515533447
955	2.1026716232299805
956	2.1004841327667236
957	2.0983102321624756
958	2.0961296558380127
959	2.0939559936523438
960	2.0917916297912598
961	2.0896315574645996
962	2.0874688625335693
963	2.085313081741333
964	2.0831620693206787
965	2.08101487159729
966	2.078875780105591
967	2.076751947402954
968	2.074622392654419
969	2.07249116897583
970	2.0703635215759277
971	2.0682411193847656
972	2.0661253929138184
973	2.0640110969543457
974	2.0619094371795654
975	2.0598106384277344
976	2.057710886001587
977	2.055614948272705
978	2.05352520942688
979	2.0514395236968994
980	2.0493643283843994
981	2.04728102684021
982	2.04521107673645
983	2.0431408882141113
984	2.0410726070404053
985	2.0390119552612305
986	2.036954641342163
987	2.034900188446045
988	2.0328502655029297
989	2.0308001041412354
990	2.0287630558013916
991	2.0267229080200195
992	2.0246944427490234
993	2.0226686000823975
994	2.0206453800201416
995	2.018625497817993
996	2.016613006591797
997	2.014596939086914
998	2.0125882625579834
999	2.010587453842163
1000	2.0085883140563965
1001	2.006589651107788
1002	2.0045974254608154
1003	2.0026066303253174
1004	2.0006322860717773
1005	1.9986566305160522
1006	1.9966813325881958
1007	1.994715929031372
1008	1.992751955986023
1009	1.9907845258712769
1010	1.9888249635696411
1011	1.9868675470352173
1012	1.9849134683609009
1013	1.9829607009887695
1014	1.981021761894226
1015	1.9790821075439453
1016	1.9771554470062256
1017	1.9752352237701416
1018	1.9733062982559204
1019	1.9713834524154663
1020	1.9694606065750122
1021	1.967543125152588
1022	1.9656370878219604
1023	1.9637229442596436
1024	1.9618172645568848
1025	1.9599089622497559
1026	1.9580078125
1027	1.956111192703247
1028	1.9542137384414673
1029	1.952317476272583
1030	1.9504313468933105
1031	1.9485455751419067
1032	1.946665644645691
1033	1.9447929859161377
1034	1.9429278373718262
1035	1.9410669803619385
1036	1.9392002820968628
1037	1.9373390674591064
1038	1.9354811906814575
1039	1.933625340461731
1040	1.931776762008667
1041	1.9299287796020508
1042	1.928083896636963
1043	1.926242709159851
1044	1.9244019985198975
1045	1.9225664138793945
1046	1.920741081237793
1047	1.9189194440841675
1048	1.9170931577682495
1049	1.9152740240097046
1050	1.91347336769104
1051	1.9116697311401367
1052	1.9098594188690186
1053	1.9080616235733032
1054	1.9062631130218506
1055	1.904462218284607
1056	1.9026674032211304
1057	1.9008815288543701
1058	1.8990944623947144
1059	1.897311806678772
1060	1.8955333232879639
1061	1.893768310546875
1062	1.891997218132019
1063	1.8902336359024048
1064	1.8884690999984741
1065	1.88670814037323
1066	1.884948492050171
1067	1.8831915855407715
1068	1.8814401626586914
1069	1.8796958923339844
1070	1.8779491186141968
1071	1.8762034177780151
1072	1.874468207359314
1073	1.8727279901504517
1074	1.8709938526153564
1075	1.8692626953125
1076	1.8675427436828613
1077	1.8658154010772705
1078	1.8640941381454468
1079	1.862378478050232
1080	1.8606663942337036
1081	1.8589649200439453
1082	1.8572624921798706
1083	1.8555618524551392
1084	1.8538622856140137
1085	1.8521648645401
1086	1.850466251373291
1087	1.8487721681594849
1088	1.847078800201416
1089	1.8453954458236694
1090	1.8437070846557617
1091	1.842024326324463
1092	1.8403558731079102
1093	1.8386783599853516
1094	1.8370062112808228
1095	1.8353428840637207
1096	1.8337153196334839
1097	1.8320541381835938
1098	1.830410361289978
1099	1.8287607431411743
1100	1.827133297920227
1101	1.825554370880127
1102	1.8239227533340454
1103	1.8223150968551636
1104	1.820690631866455
1105	1.8190646171569824
1106	1.8174424171447754
1107	1.8158349990844727
1108	1.8142240047454834
1109	1.812609076499939
1110	1.811011552810669
1111	1.8094074726104736
1112	1.8078008890151978
1113	1.806195855140686
1114	1.8045904636383057
1115	1.8029898405075073
1116	1.801388144493103
1117	1.7997914552688599
1118	1.7981959581375122
1119	1.7965962886810303
1120	1.7950022220611572
1121	1.7934141159057617
1122	1.7918260097503662
1123	1.7902415990829468
1124	1.7886706590652466
1125	1.7870888710021973
1126	1.7855143547058105
1127	1.7839471101760864
1128	1.78236985206604
1129	1.7808067798614502
1130	1.779234766960144
1131	1.7776765823364258
1132	1.7761175632476807
1133	1.7745577096939087
1134	1.7729953527450562
1135	1.771441102027893
1136	1.769885540008545
1137	1.7683333158493042
1138	1.7667843103408813
1139	1.765235424041748
1140	1.7637019157409668
1141	1.7621660232543945
1142	1.7606308460235596
1143	1.7590951919555664
1144	1.7575629949569702
1145	1.7560358047485352
1146	1.754509449005127
1147	1.7529923915863037
1148	1.7514731884002686
1149	1.7499557733535767
1150	1.7484400272369385
1151	1.7469300031661987
1152	1.7454168796539307
1153	1.7439101934432983
1154	1.7424039840698242
1155	1.7409021854400635
1156	1.739403486251831
1157	1.737904667854309
1158	1.7364126443862915
1159	1.7349210977554321
1160	1.7334355115890503
1161	1.7319493293762207
1162	1.7304677963256836
1163	1.7289912700653076
1164	1.7275077104568481
1165	1.726034164428711
1166	1.7245635986328125
1167	1.7230925559997559
1168	1.7216225862503052
1169	1.720153570175171
1170	1.7186905145645142
1171	1.7172363996505737
1172	1.715779423713684
1173	1.7143243551254272
1174	1.7128714323043823
1175	1.7114248275756836
1176	1.7099745273590088
1177	1.708539605140686
1178	1.7070986032485962
1179	1.7056615352630615
1180	1.704221248626709
1181	1.702784538269043
1182	1.701351523399353
1183	1.6999270915985107
1184	1.698494553565979
1185	1.6970677375793457
1186	1.695643663406372
1187	1.694220781326294
1188	1.6928074359893799
1189	1.6913915872573853
1190	1.689977765083313
1191	1.6885656118392944
1192	1.687152624130249
1193	1.685746192932129
1194	1.6843408346176147
1195	1.6829416751861572
1196	1.6815381050109863
1197	1.6801385879516602
1198	1.6787424087524414
1199	1.6773473024368286
1200	1.6759592294692993
1201	1.6745729446411133
1202	1.6731833219528198
1203	1.6717971563339233
1204	1.6704127788543701
1205	1.6690312623977661
1206	1.6676533222198486
1207	1.66627836227417
1208	1.6649035215377808
1209	1.6635334491729736
1210	1.662160038948059
1211	1.6607974767684937
1212	1.6594388484954834
1213	1.6580755710601807
1214	1.6567201614379883
1215	1.6553642749786377
1216	1.6540096998214722
1217	1.6526548862457275
1218	1.6513057947158813
1219	1.6499569416046143
1220	1.6486083269119263
1221	1.6472638845443726
1222	1.645920991897583
1223	1.64458429813385
1224	1.6432466506958008
1225	1.6419097185134888
1226	1.640581488609314
1227	1.6392518281936646
1228	1.6379258632659912
1229	1.6366071701049805
1230	1.63528311252594
1231	1.6339597702026367
1232	1.6326372623443604
1233	1.6313189268112183
1234	1.6299993991851807
1235	1.628690242767334
1236	1.6273773908615112
1237	1.6260697841644287
1238	1.6247628927230835
1239	1.623461127281189
1240	1.6221563816070557
1241	1.6208523511886597
1242	1.619551181793213
1243	1.6182514429092407
1244	1.6169551610946655
1245	1.6156642436981201
1246	1.6143752336502075
1247	1.6130880117416382
1248	1.6118037700653076
1249	1.6105207204818726
1250	1.609235405921936
1251	1.6079552173614502
1252	1.6066807508468628
1253	1.605400800704956
1254	1.6041263341903687
1255	1.602860689163208
1256	1.6015901565551758
1257	1.6003196239471436
1258	1.5990530252456665
1259	1.5977922677993774
1260	1.5965304374694824
1261	1.5952777862548828
1262	1.5940204858779907
1263	1.5927634239196777
1264	1.5915096998214722
1265	1.5902562141418457
1266	1.5890015363693237
1267	1.5877537727355957
1268	1.586504578590393
1269	1.5852587223052979
1270	1.584015965461731
1271	1.5827744007110596
1272	1.5815407037734985
1273	1.5803083181381226
1274	1.5790826082229614
1275	1.577850103378296
1276	1.5766462087631226
1277	1.575429081916809
1278	1.5742151737213135
1279	1.573002815246582
1280	1.5717850923538208
1281	1.5705723762512207
1282	1.5693682432174683
1283	1.5681546926498413
1284	1.5669505596160889
1285	1.5657448768615723
1286	1.5645397901535034
1287	1.5633444786071777
1288	1.5621354579925537
1289	1.560928463935852
1290	1.559727668762207
1291	1.5585284233093262
1292	1.5573326349258423
1293	1.5561376810073853
1294	1.5549390316009521
1295	1.5537495613098145
1296	1.5525598526000977
1297	1.551369309425354
1298	1.5501786470413208
1299	1.5489903688430786
1300	1.547816276550293
1301	1.5466302633285522
1302	1.5454474687576294
1303	1.544266700744629
1304	1.5430874824523926
1305	1.541908860206604
1306	1.54073166847229
1307	1.5395585298538208
1308	1.5383838415145874
1309	1.5372118949890137
1310	1.5360437631607056
1311	1.5348801612854004
